feature,importance,rank,importance_normalized,importance_cumulative
var_cg07984380,0.0,57,0.0,0.9999999999999998
var_cg07826058,0.0,58,0.0,0.9999999999999998
var_cg12158214,0.0,59,0.0,0.9999999999999998
var_cg07781082,0.0,60,0.0,0.9999999999999998
var_cg20409752,0.0,61,0.0,0.9999999999999998
var_cg14258356,0.0,62,0.0,0.9999999999999998
var_cg04829448,0.0,63,0.0,0.9999999999999998
var_cg21557668,0.0,64,0.0,0.9999999999999998
assoc_cg01248385,0.0,65,0.0,0.9999999999999998
assoc_cg17681698,0.0,66,0.0,0.9999999999999998
var_cg03705894,0.0,67,0.0,0.9999999999999998
var_cg03900860,0.0,68,0.0,0.9999999999999998
var_cg00878023,0.0,69,0.0,0.9999999999999998
var_cg18353405,0.0,70,0.0,0.9999999999999998
var_cg19998137,0.0,71,0.0,0.9999999999999998
var_cg14267065,0.0,72,0.0,0.9999999999999998
assoc_cg27134251,0.0,73,0.0,0.9999999999999998
var_cg20421037,0.0,74,0.0,0.9999999999999998
var_cg03370193,0.0,75,0.0,0.9999999999999998
var_cg26342575,0.0,76,0.0,0.9999999999999998
var_cg04376185,0.0,77,0.0,0.9999999999999998
var_cg04960964,0.0,78,0.0,0.9999999999999998
PC1,0.0,79,0.0,0.9999999999999998
PC17,0.0,80,0.0,0.9999999999999998
PC2,0.0,81,0.0,0.9999999999999998
PC3,0.0,82,0.0,0.9999999999999998
PC4,0.0,83,0.0,0.9999999999999998
PC5,0.0,84,0.0,0.9999999999999998
PC6,0.0,85,0.0,0.9999999999999998
PC7,0.0,86,0.0,0.9999999999999998
PC8,0.0,87,0.0,0.9999999999999998
PC9,0.0,88,0.0,0.9999999999999998
PC16,0.0,89,0.0,0.9999999999999998
PC11,0.0,90,0.0,0.9999999999999998
PC12,0.0,91,0.0,0.9999999999999998
PC13,0.0,92,0.0,0.9999999999999998
PC14,0.0,93,0.0,0.9999999999999998
var_cg06139288,0.0,94,0.0,0.9999999999999998
PC19,0.0,95,0.0,0.9999999999999998
var_cg11082424,0.0,96,0.0,0.9999999999999998
PC20,0.0,97,0.0,0.9999999999999998
var_cg13431666,0.0,98,0.0,0.9999999999999998
var_cg16108684,0.0,99,0.0,0.9999999999999998
var_cg20859738,0.0,100,0.0,0.9999999999999998
var_cg03906572,0.0,101,0.0,0.9999999999999998
var_cg03635532,0.0,102,0.0,0.9999999999999998
var_cg03691313,0.0,103,0.0,0.9999999999999998
assoc_cg01760090,0.0,104,0.0,0.9999999999999998
var_cg17818432,0.0,105,0.0,0.9999999999999998
var_cg11109139,0.0,106,0.0,0.9999999999999998
var_cg20139683,0.0,107,0.0,0.9999999999999998
var_cg26799772,0.0,108,0.0,0.9999999999999998
var_cg04524851,0.0,109,0.0,0.9999999999999998
var_cg23627980,0.0,110,0.0,0.9999999999999998
var_cg00018261,0.0,111,0.0,0.9999999999999998
var_cg15279541,0.0,112,0.0,0.9999999999999998
var_cg12064531,0.0,113,0.0,0.9999999999999998
var_cg06193597,0.0,114,0.0,0.9999999999999998
var_cg09434493,0.0,115,0.0,0.9999999999999998
var_cg05452887,0.0,116,0.0,0.9999999999999998
var_cg25174111,0.0,117,0.0,0.9999999999999998
var_cg04026379,0.0,118,0.0,0.9999999999999998
var_cg19799454,0.0,119,0.0,0.9999999999999998
var_cg00192980,0.0,120,0.0,0.9999999999999998
var_cg21015022,0.0,121,0.0,0.9999999999999998
var_cg24328927,0.0,122,0.0,0.9999999999999998
var_cg18132745,0.0,123,0.0,0.9999999999999998
var_cg08446187,0.0,124,0.0,0.9999999999999998
var_cg21010298,0.0,125,0.0,0.9999999999999998
var_cg14893161,0.0,126,0.0,0.9999999999999998
var_cg03607220,0.0,127,0.0,0.9999999999999998
var_cg14007036,0.0,128,0.0,0.9999999999999998
var_cg18426655,0.0,129,0.0,0.9999999999999998
var_cg03050491,0.0,130,0.0,0.9999999999999998
var_cg13182391,0.0,131,0.0,0.9999999999999998
var_cg13204538,0.0,132,0.0,0.9999999999999998
var_cg04907664,0.0,133,0.0,0.9999999999999998
var_cg01813294,0.0,134,0.0,0.9999999999999998
var_cg26418790,0.0,135,0.0,0.9999999999999998
var_cg14513804,0.0,136,0.0,0.9999999999999998
var_cg08966380,0.0,137,0.0,0.9999999999999998
var_cg06297686,0.0,138,0.0,0.9999999999999998
var_cg02621658,0.0,139,0.0,0.9999999999999998
var_cg06673178,0.0,140,0.0,0.9999999999999998
var_cg25140213,0.0,141,0.0,0.9999999999999998
var_cg21388339,0.0,142,0.0,0.9999999999999998
var_cg26333397,0.0,143,0.0,0.9999999999999998
var_cg04302178,0.0,144,0.0,0.9999999999999998
var_cg13120260,0.0,145,0.0,0.9999999999999998
var_cg00478198,0.0,146,0.0,0.9999999999999998
var_cg18102950,0.0,147,0.0,0.9999999999999998
var_cg27468880,0.0,148,0.0,0.9999999999999998
var_cg02770249,0.0,149,0.0,0.9999999999999998
var_cg10117077,0.0,150,0.0,0.9999999999999998
var_cg04014504,0.0,151,0.0,0.9999999999999998
var_cg21114303,0.0,152,0.0,0.9999999999999998
var_cg27268405,0.0,153,0.0,0.9999999999999998
var_cg01058588,0.0,154,0.0,0.9999999999999998
var_cg24347720,0.0,155,0.0,0.9999999999999998
var_cg20207108,0.0,156,0.0,0.9999999999999998
var_cg21327581,0.0,157,0.0,0.9999999999999998
var_cg00200463,0.0,158,0.0,0.9999999999999998
var_cg23064627,0.0,159,0.0,0.9999999999999998
var_cg21960840,0.0,160,0.0,0.9999999999999998
var_cg13014545,0.0,161,0.0,0.9999999999999998
var_cg10201390,0.0,162,0.0,0.9999999999999998
var_cg00849191,0.0,163,0.0,0.9999999999999998
var_cg16529483,0.0,164,0.0,0.9999999999999998
var_cg03155755,0.0,165,0.0,0.9999999999999998
var_cg19321437,0.0,166,0.0,0.9999999999999998
var_cg13240932,0.0,167,0.0,0.9999999999999998
var_cg00337921,0.0,168,0.0,0.9999999999999998
var_cg00729708,0.0,169,0.0,0.9999999999999998
var_cg24740922,0.0,170,0.0,0.9999999999999998
var_cg11143827,0.0,171,0.0,0.9999999999999998
var_cg09523186,0.0,172,0.0,0.9999999999999998
var_cg23443158,0.0,173,0.0,0.9999999999999998
var_cg19441529,0.0,174,0.0,0.9999999999999998
var_cg24202706,0.0,175,0.0,0.9999999999999998
var_cg09091181,0.0,176,0.0,0.9999999999999998
var_cg15035437,0.0,177,0.0,0.9999999999999998
var_cg23919845,0.0,178,0.0,0.9999999999999998
var_cg04245305,0.0,179,0.0,0.9999999999999998
var_cg15150396,0.0,180,0.0,0.9999999999999998
var_cg08202860,0.0,181,0.0,0.9999999999999998
var_cg02496423,0.0,182,0.0,0.9999999999999998
var_cg14464244,0.0,183,0.0,0.9999999999999998
var_cg11049634,0.0,184,0.0,0.9999999999999998
var_cg18107314,0.0,185,0.0,0.9999999999999998
var_cg27083627,0.0,186,0.0,0.9999999999999998
var_cg22223600,0.0,187,0.0,0.9999999999999998
var_cg16181678,0.0,188,0.0,0.9999999999999998
var_cg02882301,0.0,189,0.0,0.9999999999999998
var_cg08855111,0.0,190,0.0,0.9999999999999998
var_cg04327763,0.0,191,0.0,0.9999999999999998
var_cg16357225,0.0,192,0.0,0.9999999999999998
var_cg24883219,0.0,193,0.0,0.9999999999999998
var_cg09056691,0.0,194,0.0,0.9999999999999998
var_cg17588626,0.0,195,0.0,0.9999999999999998
var_cg16312212,0.0,196,0.0,0.9999999999999998
var_cg21362390,0.0,197,0.0,0.9999999999999998
var_cg03944921,0.0,198,0.0,0.9999999999999998
var_cg19238394,0.0,199,0.0,0.9999999999999998
var_cg12230162,0.0,200,0.0,0.9999999999999998
var_cg16144436,0.0,201,0.0,0.9999999999999998
assoc_cg13858900,0.0,202,0.0,0.9999999999999998
assoc_cg18587984,0.0,203,0.0,0.9999999999999998
assoc_cg12223009,0.0,204,0.0,0.9999999999999998
assoc_cg07249860,0.0,205,0.0,0.9999999999999998
assoc_cg12235877,0.0,206,0.0,0.9999999999999998
assoc_cg17491117,0.0,207,0.0,0.9999999999999998
assoc_cg24702713,0.0,208,0.0,0.9999999999999998
assoc_cg12076931,0.0,209,0.0,0.9999999999999998
assoc_cg14493571,0.0,210,0.0,0.9999999999999998
assoc_cg04106636,0.0,211,0.0,0.9999999999999998
assoc_cg17988830,0.0,212,0.0,0.9999999999999998
assoc_cg17642369,0.0,213,0.0,0.9999999999999998
assoc_cg00000289,0.0,214,0.0,0.9999999999999998
assoc_cg23250715,0.0,215,0.0,0.9999999999999998
assoc_cg14069412,0.0,216,0.0,0.9999999999999998
assoc_cg03895159,0.0,217,0.0,0.9999999999999998
assoc_cg23893460,0.0,218,0.0,0.9999999999999998
assoc_cg16475558,0.0,219,0.0,0.9999999999999998
assoc_cg06749295,0.0,220,0.0,0.9999999999999998
assoc_cg18373158,0.0,221,0.0,0.9999999999999998
assoc_cg00476617,0.0,222,0.0,0.9999999999999998
assoc_cg22171613,0.0,223,0.0,0.9999999999999998
assoc_cg18473137,0.0,224,0.0,0.9999999999999998
assoc_cg26738024,0.0,225,0.0,0.9999999999999998
assoc_cg16809534,0.0,226,0.0,0.9999999999999998
assoc_cg09662325,0.0,227,0.0,0.9999999999999998
assoc_cg03027750,0.0,228,0.0,0.9999999999999998
assoc_cg11439535,0.0,229,0.0,0.9999999999999998
assoc_cg23648809,0.0,230,0.0,0.9999999999999998
assoc_cg05129081,0.0,231,0.0,0.9999999999999998
assoc_cg21857346,0.0,232,0.0,0.9999999999999998
assoc_cg26664752,0.0,233,0.0,0.9999999999999998
assoc_cg00011856,0.0,234,0.0,0.9999999999999998
assoc_cg05019807,0.0,235,0.0,0.9999999999999998
assoc_cg10578782,0.0,236,0.0,0.9999999999999998
assoc_cg01302853,0.0,237,0.0,0.9999999999999998
assoc_cg21842660,0.0,238,0.0,0.9999999999999998
assoc_cg18336453,0.0,239,0.0,0.9999999999999998
assoc_cg16094352,0.0,240,0.0,0.9999999999999998
assoc_cg12612213,0.0,241,0.0,0.9999999999999998
assoc_cg01569664,0.0,242,0.0,0.9999999999999998
assoc_cg04712122,0.0,243,0.0,0.9999999999999998
assoc_cg07976816,0.0,244,0.0,0.9999999999999998
assoc_cg01266850,0.0,245,0.0,0.9999999999999998
assoc_cg05359983,0.0,246,0.0,0.9999999999999998
assoc_cg17304111,0.0,247,0.0,0.9999999999999998
assoc_cg08929806,0.0,248,0.0,0.9999999999999998
assoc_cg14269918,0.0,249,0.0,0.9999999999999998
assoc_cg03347287,0.0,250,0.0,0.9999999999999998
assoc_cg07358254,0.0,251,0.0,0.9999999999999998
assoc_cg27618145,0.0,252,0.0,0.9999999999999998
assoc_cg05493580,0.0,253,0.0,0.9999999999999998
assoc_cg14318680,0.0,254,0.0,0.9999999999999998
assoc_cg19295068,0.0,255,0.0,0.9999999999999998
assoc_cg06948614,0.0,256,0.0,0.9999999999999998
age_accel_horvath,0.0,257,0.0,0.9999999999999998
age_accel_phenoage,0.0,258,0.0,0.9999999999999998
age_accel_grimage,0.0,259,0.0,0.9999999999999998
age,0.0,260,0.0,0.9999999999999998
sex,0.0,261,0.0,0.9999999999999998
smoking_status,0.0,262,0.0,0.9999999999999998
bmi,0.0,263,0.0,0.9999999999999998
assoc_cg25551551,0.0,264,0.0,0.9999999999999998
assoc_cg20216982,0.0,265,0.0,0.9999999999999998
assoc_cg27332583,0.0,266,0.0,0.9999999999999998
assoc_cg26554505,0.0,267,0.0,0.9999999999999998
assoc_cg17028658,0.0,268,0.0,0.9999999999999998
assoc_cg09150232,0.0,269,0.0,0.9999999999999998
assoc_cg16884902,0.0,270,0.0,0.9999999999999998
assoc_cg03090969,0.0,271,0.0,0.9999999999999998
assoc_cg04192393,0.0,272,0.0,0.9999999999999998
assoc_cg16678159,0.0,273,0.0,0.9999999999999998
assoc_cg20674327,0.0,274,0.0,0.9999999999999998
assoc_cg03737629,0.0,275,0.0,0.9999999999999998
assoc_cg18110741,0.0,276,0.0,0.9999999999999998
assoc_cg09333143,0.0,277,0.0,0.9999999999999998
assoc_cg13762082,0.0,278,0.0,0.9999999999999998
assoc_cg18011099,0.0,279,0.0,0.9999999999999998
assoc_cg10490645,0.0,280,0.0,0.9999999999999998
assoc_cg07310946,0.0,281,0.0,0.9999999999999998
assoc_cg00637695,0.0,282,0.0,0.9999999999999998
assoc_cg20825110,0.0,283,0.0,0.9999999999999998
assoc_cg24330456,0.0,284,0.0,0.9999999999999998
assoc_cg16315992,0.0,285,0.0,0.9999999999999998
assoc_cg22258863,0.0,286,0.0,0.9999999999999998
assoc_cg08951638,0.0,287,0.0,0.9999999999999998
assoc_cg06861426,0.0,288,0.0,0.9999999999999998
assoc_cg07397033,0.0,289,0.0,0.9999999999999998
assoc_cg18401367,0.0,290,0.0,0.9999999999999998
assoc_cg10200168,0.0,291,0.0,0.9999999999999998
assoc_cg01560422,0.0,292,0.0,0.9999999999999998
assoc_cg20107759,0.0,293,0.0,0.9999999999999998
assoc_cg22444116,0.0,294,0.0,0.9999999999999998
assoc_cg16279999,0.0,295,0.0,0.9999999999999998
assoc_cg16488580,0.0,296,0.0,0.9999999999999998
assoc_cg14126185,0.0,297,0.0,0.9999999999999998
assoc_cg27456111,0.0,298,0.0,0.9999999999999998
assoc_cg11963233,0.0,299,0.0,0.9999999999999998
assoc_cg06590946,0.0,300,0.0,0.9999999999999998
assoc_cg23239817,0.0,301,0.0,0.9999999999999998
assoc_cg19904122,0.0,302,0.0,0.9999999999999998
assoc_cg07784054,0.0,303,0.0,0.9999999999999998
assoc_cg23939642,0.0,304,0.0,0.9999999999999998
assoc_cg14957660,0.0,305,0.0,0.9999999999999998
assoc_cg11153485,0.0,306,0.0,0.9999999999999998
assoc_cg19066520,0.0,307,0.0,0.9999999999999998
assoc_cg26451735,0.0,308,0.0,0.9999999999999998
assoc_cg03917138,0.0,309,0.0,0.9999999999999998
assoc_cg07490124,0.0,310,0.0,0.9999999999999998
assoc_cg13463203,0.0,311,0.0,0.9999999999999998
assoc_cg20595750,0.0,312,0.0,0.9999999999999998
assoc_cg27338511,0.0,313,0.0,0.9999999999999998
assoc_cg09173681,0.0,314,0.0,0.9999999999999998
assoc_cg07869434,0.0,315,0.0,0.9999999999999998
assoc_cg04686264,0.0,316,0.0,0.9999999999999998
assoc_cg03052078,0.0,317,0.0,0.9999999999999998
assoc_cg14828248,0.0,318,0.0,0.9999999999999998
assoc_cg11264539,0.0,319,0.0,0.9999999999999998
assoc_cg05067864,0.0,320,0.0,0.9999999999999998
assoc_cg15428140,0.0,321,0.0,0.9999999999999998
assoc_cg19742736,0.0,322,0.0,0.9999999999999998
var_cg11851349,0.0,323,0.0,0.9999999999999998
assoc_cg20969923,0.0,324,0.0,0.9999999999999998
assoc_cg20541456,0.0,325,0.0,0.9999999999999998
assoc_cg00548009,0.0,326,0.0,0.9999999999999998
assoc_cg20152309,0.0,327,0.0,0.9999999999999998
assoc_cg02750743,0.0,328,0.0,0.9999999999999998
assoc_cg05623411,0.0,329,0.0,0.9999999999999998
assoc_cg25396637,0.0,330,0.0,0.9999999999999998
assoc_cg07983394,0.0,331,0.0,0.9999999999999998
assoc_cg08319999,0.0,332,0.0,0.9999999999999998
assoc_cg18704724,0.0,333,0.0,0.9999999999999998
assoc_cg02601489,0.0,334,0.0,0.9999999999999998
assoc_cg10744200,0.0,335,0.0,0.9999999999999998
assoc_cg14269510,0.0,336,0.0,0.9999999999999998
assoc_cg17066349,0.0,337,0.0,0.9999999999999998
assoc_cg09419251,0.0,338,0.0,0.9999999999999998
assoc_cg22909609,0.0,339,0.0,0.9999999999999998
assoc_cg10845893,0.0,340,0.0,0.9999999999999998
assoc_cg05299836,0.0,341,0.0,0.9999999999999998
assoc_cg24526103,0.0,342,0.0,0.9999999999999998
assoc_cg04058305,0.0,343,0.0,0.9999999999999998
assoc_cg22341310,0.0,344,0.0,0.9999999999999998
assoc_cg08036285,0.0,345,0.0,0.9999999999999998
assoc_cg22788953,0.0,346,0.0,0.9999999999999998
assoc_cg23261073,0.0,347,0.0,0.9999999999999998
assoc_cg09533708,0.0,348,0.0,0.9999999999999998
assoc_cg04658027,0.0,349,0.0,0.9999999999999998
assoc_cg00528779,0.0,350,0.0,0.9999999999999998
assoc_cg07895381,0.0,351,0.0,0.9999999999999998
assoc_cg26046072,0.0,352,0.0,0.9999999999999998
assoc_cg17379405,0.0,353,0.0,0.9999999999999998
assoc_cg15420926,0.0,354,0.0,0.9999999999999998
assoc_cg27025738,0.0,355,0.0,0.9999999999999998
assoc_cg07103846,0.0,356,0.0,0.9999999999999998
assoc_cg11648456,0.0,357,0.0,0.9999999999999998
assoc_cg19871394,0.0,358,0.0,0.9999999999999998
assoc_cg04864755,0.0,359,0.0,0.9999999999999998
assoc_cg25731401,0.0,360,0.0,0.9999999999999998
assoc_cg15418809,0.0,361,0.0,0.9999999999999998
assoc_cg22597210,0.0,362,0.0,0.9999999999999998
assoc_cg20074340,0.0,363,0.0,0.9999999999999998
assoc_cg06387496,0.0,364,0.0,0.9999999999999998
assoc_cg05571905,0.0,365,0.0,0.9999999999999998
var_cg10482495,0.0,366,0.0,0.9999999999999998
var_cg09790289,0.0,367,0.0,0.9999999999999998
var_cg26380710,0.0,368,0.0,0.9999999999999998
var_cg05541356,0.0,369,0.0,0.9999999999999998
var_cg00466309,0.0,370,0.0,0.9999999999999998
var_cg14350469,0.0,371,0.0,0.9999999999999998
var_cg12472218,0.0,372,0.0,0.9999999999999998
var_cg22776211,0.0,373,0.0,0.9999999999999998
var_cg05799859,0.0,374,0.0,0.9999999999999998
var_cg14882150,0.0,375,0.0,0.9999999999999998
var_cg15165694,0.0,376,0.0,0.9999999999999998
var_cg09229960,0.0,377,0.0,0.9999999999999998
var_cg01733958,0.0,378,0.0,0.9999999999999998
var_cg26536949,0.0,379,0.0,0.9999999999999998
var_cg14191108,0.0,380,0.0,0.9999999999999998
var_cg07796016,0.0,381,0.0,0.9999999999999998
var_cg10832239,0.0,382,0.0,0.9999999999999998
var_cg13915481,0.0,383,0.0,0.9999999999999998
var_cg05935584,0.0,384,0.0,0.9999999999999998
var_cg00265812,0.0,385,0.0,0.9999999999999998
var_cg13797960,0.0,386,0.0,0.9999999999999998
var_cg01869765,0.0,387,0.0,0.9999999999999998
var_cg15418221,0.0,388,0.0,0.9999999999999998
var_cg05374090,0.0,389,0.0,0.9999999999999998
var_cg23493872,0.0,390,0.0,0.9999999999999998
var_cg15511516,0.0,391,0.0,0.9999999999999998
var_cg07249765,0.0,392,0.0,0.9999999999999998
var_cg07446674,0.0,393,0.0,0.9999999999999998
var_cg14295915,0.0,394,0.0,0.9999999999999998
var_cg13649400,0.0,395,0.0,0.9999999999999998
var_cg11720358,0.0,396,0.0,0.9999999999999998
var_cg04090468,0.0,397,0.0,0.9999999999999998
var_cg17174466,0.0,398,0.0,0.9999999999999998
var_cg25940844,0.0,399,0.0,0.9999999999999998
var_cg11858468,0.0,400,0.0,0.9999999999999998
var_cg17399684,0.0,401,0.0,0.9999999999999998
var_cg04317640,0.0,402,0.0,0.9999999999999998
var_cg09514431,0.0,403,0.0,0.9999999999999998
var_cg07674075,0.0,404,0.0,0.9999999999999998
var_cg26035071,0.0,405,0.0,0.9999999999999998
var_cg18140045,0.0,406,0.0,0.9999999999999998
var_cg08969352,0.0,407,0.0,0.9999999999999998
var_cg23951868,0.0,408,0.0,0.9999999999999998
var_cg10860619,0.0,409,0.0,0.9999999999999998
var_cg12310025,0.0,410,0.0,0.9999999999999998
var_cg11184697,0.0,411,0.0,0.9999999999999998
var_cg26354017,0.0,412,0.0,0.9999999999999998
var_cg22412459,0.0,413,0.0,0.9999999999999998
var_cg10092377,0.0,414,0.0,0.9999999999999998
var_cg24818939,0.0,415,0.0,0.9999999999999998
var_cg19572135,0.0,416,0.0,0.9999999999999998
var_cg08479532,0.0,417,0.0,0.9999999999999998
var_cg17363084,0.0,418,0.0,0.9999999999999998
var_cg12277627,0.0,419,0.0,0.9999999999999998
var_cg26680189,0.0,420,0.0,0.9999999999999998
var_cg26428339,0.0,421,0.0,0.9999999999999998
var_cg19010939,0.0,422,0.0,0.9999999999999998
var_cg20218135,0.0,423,0.0,0.9999999999999998
var_cg02510708,0.0,424,0.0,0.9999999999999998
var_cg06616857,0.0,425,0.0,0.9999999999999998
var_cg19274180,0.0,426,0.0,0.9999999999999998
var_cg21137943,0.0,427,0.0,0.9999999999999998
var_cg10818284,0.0,428,0.0,0.9999999999999998
var_cg07954607,0.0,429,0.0,0.9999999999999998
var_cg06540859,0.0,430,0.0,0.9999999999999998
var_cg23941728,0.0,431,0.0,0.9999999999999998
var_cg16069065,0.0,432,0.0,0.9999999999999998
var_cg11902811,0.0,433,0.0,0.9999999999999998
var_cg06558166,0.0,434,0.0,0.9999999999999998
var_cg04546413,0.0,435,0.0,0.9999999999999998
var_cg17547524,0.0,436,0.0,0.9999999999999998
var_cg07674503,0.0,437,0.0,0.9999999999999998
var_cg25888700,0.0,438,0.0,0.9999999999999998
var_cg23121114,0.0,439,0.0,0.9999999999999998
var_cg15977272,0.0,440,0.0,0.9999999999999998
var_cg03334316,0.0,441,0.0,0.9999999999999998
var_cg02615131,0.0,442,0.0,0.9999999999999998
var_cg16756025,0.0,443,0.0,0.9999999999999998
var_cg08848711,0.0,444,0.0,0.9999999999999998
var_cg00112256,0.0,445,0.0,0.9999999999999998
var_cg13145550,0.0,446,0.0,0.9999999999999998
var_cg16167565,0.0,447,0.0,0.9999999999999998
var_cg23804921,0.0,448,0.0,0.9999999999999998
var_cg21158431,0.0,449,0.0,0.9999999999999998
var_cg25528646,0.0,450,0.0,0.9999999999999998
var_cg15450782,0.0,451,0.0,0.9999999999999998
var_cg23154024,0.0,452,0.0,0.9999999999999998
var_cg00832270,0.0,453,0.0,0.9999999999999998
var_cg21284493,0.0,454,0.0,0.9999999999999998
var_cg25205946,0.0,455,0.0,0.9999999999999998
var_cg05130642,0.0,456,0.0,0.9999999999999998
var_cg18932686,0.0,457,0.0,0.9999999999999998
var_cg07837161,0.0,458,0.0,0.9999999999999998
var_cg07861180,0.0,459,0.0,0.9999999999999998
var_cg11128983,0.0,460,0.0,0.9999999999999998
var_cg07912337,0.0,461,0.0,0.9999999999999998
var_cg04683516,0.0,462,0.0,0.9999999999999998
var_cg21290550,0.0,463,0.0,0.9999999999999998
var_cg11673471,0.0,464,0.0,0.9999999999999998
var_cg02113055,0.0,465,0.0,0.9999999999999998
var_cg13130271,0.0,466,0.0,0.9999999999999998
var_cg11152253,0.0,467,0.0,0.9999999999999998
var_cg06334238,0.0,468,0.0,0.9999999999999998
var_cg13244998,0.0,469,0.0,0.9999999999999998
var_cg20766178,0.0,470,0.0,0.9999999999999998
var_cg06012903,0.0,471,0.0,0.9999999999999998
var_cg02195366,0.0,472,0.0,0.9999999999999998
var_cg12012426,0.0,473,0.0,0.9999999999999998
var_cg24393317,0.0,474,0.0,0.9999999999999998
var_cg18391209,0.0,475,0.0,0.9999999999999998
var_cg20749341,0.0,476,0.0,0.9999999999999998
var_cg00813156,0.0,477,0.0,0.9999999999999998
var_cg18998000,0.0,478,0.0,0.9999999999999998
var_cg12413138,0.0,479,0.0,0.9999999999999998
var_cg07870920,0.0,480,0.0,0.9999999999999998
var_cg17348244,0.0,481,0.0,0.9999999999999998
var_cg13574945,0.0,482,0.0,0.9999999999999998
var_cg22337407,0.0,483,0.0,0.9999999999999998
var_cg05528899,0.0,484,0.0,0.9999999999999998
var_cg04131969,0.0,485,0.0,0.9999999999999998
var_cg11738485,0.0,486,0.0,0.9999999999999998
var_cg25134647,0.0,487,0.0,0.9999999999999998
